,Champ1,Champ1Points,Champ2,Champ2Points,Champ3,Champ3Points,accountIds,summonerIds,totalChampScores,name,rank
343,412,109487,55,79533,236,68403,233374044,76289945,264,Azurelyt,PLATINUM
344,4,99460,25,83919,103,71780,228988770,68231951,446,GbergStacks,DIAMOND
345,64,211763,268,141642,412,127703,218977147,57322216,450,Mrlawlman1,DIAMOND
346,154,131872,64,115634,58,111183,226607383,64229213,344,StompKnee,DIAMOND
347,202,305321,51,147681,498,130428,39458763,24967279,310,Fork in Outlet,DIAMOND
348,236,215465,432,84493,202,75687,47553560,32780122,334,Gà Nuông,PLATINUM
349,28,418417,67,186165,113,98853,44691152,30475425,195,BSL,PLATINUM
350,55,91331,222,44563,11,42616,230586534,70373148,183,F1AM1NGF1RE754,SILVER
351,37,42978,18,31648,412,31013,235184795,80891070,172,Soy tu papá,SILVER
352,498,31418,18,28765,429,15021,38203999,23978143,81,PermaFriedRice,SILVER
353,37,125108,120,84100,32,71008,48821441,34412005,240,Gonchung,SILVER
354,86,40632,51,36675,18,36524,235163394,80880176,212,Fluffy Henry,SILVER
355,51,108259,22,70303,236,53336,45404535,35503174,221,Freak the Mighty,SILVER
356,11,118239,420,113923,23,43128,236754372,83099891,21,iZyzzzz,SILVER
357,44,91459,53,84812,54,50966,227708313,65861798,383,Nanochan123,SILVER
358,5,140729,54,126488,17,122720,37409171,23346753,320,badazz8,GOLD
359,89,65648,90,55235,17,34454,37406189,23344697,189,tonyftw805,SILVER
360,84,326265,99,52184,131,47674,242231,215394,230,Grim R3aper,PLATINUM
361,1,252368,67,139704,105,75784,211109335,48204755,352,Darkplaguemaster,PLATINUM
362,92,935331,164,48297,64,38571,211387694,48384232,197,Queen Elizabìtch,PLATINUM
363,40,404723,37,206891,497,119528,216637373,53917388,110,halfsleeper,DIAMOND
364,119,177601,157,109438,141,103893,202890001,39902589,334,BatMatt,PLATINUM
365,1,108748,25,103795,68,83339,219041555,57393985,365,AatroxThe Darkin,PLATINUM
366,105,217698,90,70000,1,51225,207886058,45012757,245,Im Fizz,PLATINUM
367,92,149659,82,140380,64,119931,229468259,68951553,473,lR E N G A lR ,PLATINUM
368,76,128974,131,102603,421,85521,46179884,31602885,504,Smitherzz,DIAMOND
369,236,142619,245,77516,67,58778,205340412,42827065,201,1207,PLATINUM
370,41,341951,4,307822,245,181974,231243039,72142431,245,Adoption Parade,SILVER
371,222,124049,99,79439,67,71976,34860421,21473430,239,ßex,GOLD
372,76,767812,11,1347,16,372,206259770,43548984,10,NIDALEE ADDICT ,SILVER
373,143,349794,106,88218,59,44642,35107522,21641632,242,FreddyMC,SILVER
374,83,56615,35,55731,245,48014,50415151,35695651,132,Hestle,SILVER
375,157,140946,11,48637,238,36370,203074466,88969263,381,Arthamiels,SILVER
376,222,175260,133,168333,25,74393,47007114,32244305,170,EP1CT4CO,SILVER
377,92,45786,67,33181,24,30716,46063054,31417786,167,MLoE,SILVER
378,141,52711,11,42716,82,36400,210396195,47575265,218,Ap3xDisciple,SILVER
379,21,96051,90,40797,1,40126,42981773,28785729,200,Strife328,SILVER
380,86,40660,56,27421,90,23397,237753753,85539084,118,MansurUmut,SILVER
381,63,118447,432,115941,40,111215,206978484,44183401,484,RunRiverNorth,SILVER
382,157,172618,106,110590,92,104983,231343354,72490942,370,breezy2005,SILVER
383,157,118414,67,81410,64,65584,207781097,44968236,314,matthew656,SILVER
384,32,96258,81,81015,64,68872,219730600,60139119,291,ChampVegetarian,SILVER
385,497,37581,86,36888,122,24833,227112593,65006969,129,Dirty Animal ,BRONZE
386,102,475573,222,268073,89,171681,32614012,19867548,201,NaLmunati,SILVER
387,86,139928,133,89124,53,87950,227712487,65891514,481,LIFEDIE101,SILVER
388,157,99182,238,69052,45,55517,223313724,61542648,231,stephanson7265,SILVER
389,119,56645,238,45419,107,42923,215031328,52310255,243,Ebuks,SILVER
390,21,36368,254,21860,58,21098,236164233,82690418,151,Arlyg209,SILVER
391,40,54847,106,41414,122,39519,33069917,20201313,223,gonzo1833,SILVER
392,55,105614,53,93875,429,76128,227604285,65493658,183,Cranomor,SILVER
393,92,126560,157,64604,222,49093,215986607,53281318,170,ChasosKing74120,SILVER
394,89,68921,90,45243,37,40406,39155126,24735723,235,x HerbZ,SILVER
395,157,317875,222,200563,236,158564,228965147,68041705,450,DONUTSKA,SILVER
396,29,63437,51,59047,119,44746,38811595,24458418,200,1 Ðraco,SILVER
397,11,31413,114,30710,75,21305,217708359,55959727,53,Tutsu,BRONZE
398,19,95278,141,86454,102,69340,219627462,58364853,272,Inori1,BRONZE
399,58,345386,86,305278,25,150962,211028691,48120720,145,Seikiki,SILVER
400,92,442988,64,154538,157,104893,46172494,31532477,384,2 Riven S,GOLD
401,5,53232,102,52687,245,52620,34170617,20968941,319,Reverent X Ruler,GOLD
402,420,50340,240,35372,2,28993,39692077,25162788,216,Judge Arcadia,SILVER
403,5,174086,36,170905,75,126013,33183864,20285025,259,Coorta117,GOLD
404,63,42811,34,35170,35,34828,202844194,39950626,158,Skip2MyLoo11,SILVER
405,267,79633,154,45265,63,42059,238156268,86982317,173,xxRandomDude,SILVER
406,222,274399,37,34874,157,24198,235350769,81040467,77,Lggychenyihan,SILVER
407,55,103957,51,97317,99,82605,210895466,47882180,252,Six God carry,SILVER
408,236,47329,104,24497,96,22563,216973901,54782846,186,Vegabond12,SILVER
409,254,101100,32,99472,110,72351,216949630,54820337,289,Crux321,GOLD
410,223,195716,432,127442,44,76350,42822094,28522194,313,Sir Gankselot,PLATINUM
411,112,104036,51,41381,7,33061,32177295,19483411,87,Jóked,PLATINUM
412,245,137905,61,97230,81,95563,33603603,20585070,347,TheBosnianMenace,DIAMOND
413,12,135448,37,120276,3,85662,47126544,32459490,95,Arbedardar,PLATINUM
414,86,144976,36,81841,45,43745,33763181,20687468,204,guyman609,PLATINUM
415,32,116099,19,61257,18,43078,38874179,24511268,69,Raclex,PLATINUM
416,236,94840,104,42173,15,11683,228438954,76692061,54,RipOldGraves,GOLD
417,11,335621,81,267012,111,237609,214866785,51851678,219,NoMercy27 Dd,GOLD
418,412,265568,201,176710,40,93716,210267590,47571320,150,Althea Moontide,PLATINUM
419,7,65159,268,33664,41,27607,38809911,24456834,155,Kennylau96,GOLD
420,1,251887,80,89451,103,87194,33798135,20713683,315,Figmo,PLATINUM
421,110,126637,40,102050,201,90091,38796258,24447104,171,Codeski,PLATINUM
422,41,174146,122,169329,157,154734,219653698,58484790,327,AnimatedElk90,GOLD
423,58,111220,202,57506,11,44477,233450689,76432389,302,Cønnor,SILVER
424,267,201199,201,135981,37,84771,232706969,74821774,277,Duckaroni,GOLD
425,254,90776,98,71873,104,59877,35764755,80899194,224,teammatesarebad,GOLD
426,61,98245,1,59566,10,40038,35259719,21748243,66,DrAdam,GOLD
427,33,117844,201,112000,58,97167,41961054,27400922,474,Cilcen,GOLD
428,202,95273,18,53119,157,51050,200865580,38039838,386,HMS Reformed,SILVER
429,202,115247,412,99005,40,98051,213802786,50848248,487,Testaryker,GOLD
430,157,225346,238,148304,92,102487,214238654,51381225,374,Collision 22,GOLD
431,67,285415,64,102613,104,95143,226671683,64600737,342,Extra Special,GOLD
432,114,33271,202,30765,420,26183,32959066,20123029,338,BrainMantis,GOLD
433,99,166092,134,82996,103,79229,201843227,39069997,348,The Fire Ferret,DIAMOND
434,62,181761,222,78464,17,68171,50868540,36465152,301,Marshmellõ,GOLD
435,37,726386,99,313102,21,300217,221913726,60639997,206,Super 5 cjy,PLATINUM
436,103,1330185,67,126027,150,112694,215085088,52381484,211,Ąhrî,PLATINUM
437,40,359665,16,113380,90,52152,32562967,19827867,179,Yokomi,PLATINUM
438,236,147626,67,117155,498,107365,50177300,35523272,251,Cøbrå,PLATINUM
439,99,83006,131,78085,18,58772,234383482,78702582,109,FriteSauceMozz,PLATINUM
440,64,156798,81,123513,25,106487,33908991,20793044,307,FootmenFrenzy,GOLD
441,161,143335,432,142486,412,112034,200646627,37802692,411,goldencrisp,SILVER
442,25,91791,16,67317,157,64773,207784207,44948932,513,oSinatra,SILVER
443,157,232274,238,171730,119,156360,231976012,73008984,254,Yasugio,GOLD
444,67,136082,18,119986,81,101430,213063185,50412121,432,decsat,GOLD
445,92,173704,202,154266,157,92766,209811145,73629809,346,HaŠŠan2Fast142,GOLD
446,37,579730,103,176968,40,131851,229536444,68833246,99,Catimsy,GOLD
447,92,92894,7,17010,105,6941,227138569,67961256,41,VernaParadox,GOLD
448,236,98173,29,72312,222,60977,210405301,47645575,345,GoogleV2,SILVER
449,133,411934,37,260805,51,100198,42936110,28774838,269,StrikeAlpha,SILVER
450,21,740142,25,392599,51,271831,203202705,40917395,225,RyanMeek,GOLD
451,202,4321,77,1556,99,1243,34002602,20855058,11,2016 Rox TGO,NA
452,202,237933,24,235314,21,226335,218551522,56839676,225,Bobbz,SILVER
453,22,43810,120,43212,18,32977,234958160,80500745,97,Bobbz Jr,GOLD
454,245,125319,64,112266,104,109810,235826895,81672863,283,Koskha,SILVER
455,11,64193,24,60206,17,52913,40747181,26175392,160,brianpissinu,GOLD
456,64,186010,236,146916,412,67856,213533223,50889842,342,Haze for Dayz,SILVER
457,238,106790,55,80567,90,64598,48654297,34194584,398,I Adz I,SILVER
458,19,70055,37,29582,86,20260,232567291,74572767,150,VaudeVV,BRONZE
459,35,645456,80,174237,72,151692,206756872,44105153,404,Support in a Box,SILVER
460,17,200859,11,129937,5,87707,232986305,75809613,356,Dragon00Slayer32,SILVER
461,92,355940,106,77761,60,77109,230708073,71081179,272,StrangeFantasies,SILVER
462,67,191695,99,90348,236,56243,207030491,44410843,124,YungForever,SILVER
463,412,69984,498,55831,119,42587,234798296,79680105,159,Watchin Hentai,SILVER
464,412,180421,222,107112,99,94559,203856824,40870038,392,A SCARY N0ISE,SILVER
465,53,63039,412,49409,106,39717,211494872,48448289,91,Show Stopper 59,BRONZE
466,412,348010,157,290008,131,245427,204051985,40847939,244,ayeyoocriss,GOLD
467,104,475679,55,292162,254,118702,231536104,72651983,252,Seeker99,SILVER
468,105,95011,150,62031,5,49030,202453182,81539198,312,JhaNz,SILVER
469,126,243307,98,103841,24,47685,200347345,37375501,336,Jayce In Case,SILVER
470,79,84777,61,58138,30,57843,35283339,21772423,275,BlueInferno,GOLD
471,84,108188,17,88568,51,79486,37543300,23454235,309,phs,GOLD
472,18,48631,412,27996,75,25104,239331830,88081246,128,BestGreenTeaJp,GOLD
473,53,108444,5,72336,157,64560,213904115,51081664,239,LegendofTochigi,GOLD
474,17,199863,1,34881,45,24018,38764780,24419443,74,Zero DSK,GOLD
475,27,167113,102,47279,427,44326,45316393,30977237,307,Alsoned,GOLD
476,38,226277,64,102626,429,70378,37934686,23765295,191,StakeMe2147M,GOLD
477,92,163591,67,136999,238,127845,211510857,48408412,324,bblala,GOLD
478,2,235872,23,131212,111,54468,211160773,48245065,141,blackjesus129,GOLD
479,14,260744,201,125498,111,109066,206967876,44223274,319,nookiepooh12,GOLD
480,67,255199,45,81771,7,26283,236470280,82823369,91,Ryangela4019,BRONZE
481,38,42525,56,35953,55,5760,36890587,22940852,21,xTYZx,BRONZE
482,98,175030,107,118098,29,104491,227542597,65542164,228,JustSavalas,BRONZE
483,26,224702,432,168768,29,43076,210611341,50882994,52,Eastboy12,BRONZE
484,102,52993,267,35712,17,31694,218827076,56798944,203,silverbain1,BRONZE
485,238,48573,91,44873,115,29749,239015839,87882384,145,heheXD11111,BRONZE
486,1,219858,17,109771,99,85065,211564677,48640463,104,Number1Hero,BRONZE
487,202,224626,24,95646,17,89524,226285925,63652184,143,Arashi Rogue,BRONZE
488,157,267456,238,30751,113,18759,215704196,53030935,84,BearKingSama,BRONZE
489,9,228534,48,214584,420,196258,34615175,21299936,147,Bloodstone67,BRONZE
490,412,90142,53,73305,63,72276,236738178,83309632,145,FuukieBookie,SILVER
491,154,267540,7,217018,43,139576,217475240,55444696,207,VeLLa GaTeS,SILVER
492,17,236672,44,144972,86,133697,230972718,71819858,448,Logan Fang,SILVER
493,245,120467,157,77233,64,51191,41992871,27461241,416,Menorah,SILVER
494,11,307628,37,139001,75,130300,201014203,37964687,158,freejakep,SILVER
495,51,447266,412,316439,222,180653,34600263,21278980,243,SHOisBro,SILVER
496,238,153730,122,143061,41,126307,211571279,48700370,534,ThiccJezuz,GOLD
497,236,59491,99,50729,41,42392,47431618,32494747,370,MoTiioN14,SILVER
498,17,97217,23,88266,45,83371,234270200,78520089,236,Mutebias,BRONZE
499,81,212078,99,118885,53,62800,50907966,36476823,261,raulitoo,GOLD
500,61,58210,64,42499,67,37202,45744241,31185226,308,Ezzy,SILVER
501,157,106577,67,65095,81,58653,215464476,52721551,399,Behouilechat,SILVER
502,22,374717,222,198980,203,146161,216792539,54371653,197,ArtIsMySin13,SILVER
503,141,45358,119,40434,112,18388,213278960,50662096,46,Kaÿncer,SILVER
504,143,182763,21,95545,267,82453,227107561,64846896,254,OliveTreee,SILVER
505,67,166804,222,75911,81,67809,203927857,40893100,318,xavlap,SILVER
506,412,39465,35,10897,55,9703,211714383,48714904,77,BrandonSchletz,SILVER
507,81,107944,99,83229,22,70957,31668979,605304,220,Rainburst,GOLD
508,86,47962,23,37533,22,34439,42582623,28441121,177,I am BasedGod,GOLD
509,117,64648,201,44922,99,40801,45678006,31182136,146,Busta Nuggett,GOLD
510,67,151375,119,139416,222,99391,203429378,40439741,326,AlphaOmega57,PLATINUM
511,161,286852,115,78965,99,42852,44550186,30340604,231,Sonny Joon,PLATINUM
512,107,159849,59,137277,28,104530,213167055,50635259,397,Redwølf,GOLD
513,64,93782,51,52549,105,46594,204827418,41994903,307,Thrustin Beaver,GOLD
514,23,92170,1,89712,21,81383,37873636,23715553,451,dargonx the 1st,GOLD
515,22,184377,222,145539,21,135560,286150,259314,313,Zyzyks,GOLD
516,105,439527,157,359001,131,158273,218086150,56299146,300,Yrashsuo,GOLD
517,89,629217,98,451233,412,282326,222583557,60929817,81,Momoyama,PLATINUM
518,141,56685,122,36940,133,33947,232741853,74872518,151,74872518DEL1,PLATINUM
519,84,282514,236,92671,157,63121,202745311,39879497,335,TEEWHYY,GOLD
520,11,236054,157,234536,141,159057,234524575,78861544,222,Aronile2,SILVER
521,157,435473,25,219418,18,177623,208873508,45808128,117,Fat Neck McGee,BRONZE
522,412,245200,26,216815,89,120341,46839272,31958438,162,AlexAdventurer,BRONZE
523,45,263974,122,248258,36,195001,213150015,50524699,253,jagjoe,SILVER
524,245,108144,21,77212,122,63073,213898812,51061525,456,ProjectKalista,SILVER
525,222,927103,22,103035,202,101900,231479061,72620700,88,FRENCHHOMIE,SILVER
526,5,248598,22,107992,37,52148,237967963,86489210,71,meowman420,SILVER
527,245,179645,102,168276,2,115165,226822720,64819689,71,beastmarc,SILVER
528,432,271053,12,216600,412,135018,34516274,21214650,329,Mega Adhesive,SILVER
529,68,65076,81,63940,102,48963,49488156,34980386,195,SoyThor,SILVER
530,24,114735,126,72694,103,63026,46987604,32293554,293,Khàn,PLATINUM
531,103,252595,67,144690,222,144366,215032110,52349592,312,Nuris,GOLD
532,54,505630,53,361910,22,272253,37621481,23515984,230,Macbook Baby,PLATINUM
533,126,494227,51,77410,9,47858,203748635,40755511,120,0KKwang,GOLD
534,41,126460,75,123230,98,78482,40766545,26136415,126,GGFacePalm,PLATINUM
535,126,254524,157,100163,81,88689,200254634,37261343,314,Steelhardt,PLATINUM
536,99,310999,25,219545,43,163947,220588278,64776662,318,XCryptic,PLATINUM
537,36,142461,64,40813,23,24520,209170216,46104720,106,Zyne,GOLD
538,90,136699,245,122710,236,99924,202576930,39568667,395,NikKilik,PLATINUM
539,202,194577,22,175745,41,134605,232565829,74672826,316,DirtyJoe77,PLATINUM
540,11,65802,77,45987,24,44610,215348223,52680439,280,xXxFrostyTipsxXx,GOLD
541,412,130976,64,117106,35,100303,209838698,46991789,335,oChriis,GOLD
542,245,114708,63,94221,202,82887,48566738,34259940,306,B00TYSWEAT,SILVER
543,67,86769,53,74535,11,46668,217573249,55466645,275,Shisui614,GOLD
544,157,157883,86,83721,122,56988,213168322,51072078,338,UYEYEDEBABA,GOLD
545,32,112759,114,88253,7,73978,230695744,71151046,443,Alexthewarrior13,GOLD
546,412,99320,64,93402,40,86139,204387631,41869607,264,Eminent Regret,GOLD
547,157,296048,64,102762,11,95105,217142974,55005423,310,voka2,GOLD
548,64,197573,60,107265,104,98200,233884501,77189580,276,Lin Ruo Ji,PLATINUM
549,99,324226,131,118431,51,115768,34514561,21214257,245,SsssunYaN,GOLD
550,412,500810,4,330991,92,141002,219751431,58750703,313,gocoolindian,PLATINUM
551,201,213154,85,158297,55,81909,207458173,44604424,435,Vinemask,PLATINUM
552,102,47818,54,44095,24,38582,227319520,65132516,244,Paul Boaz,PLATINUM
553,412,327014,236,162272,64,108666,214270920,51502229,337,ßaÐ,PLATINUM
554,412,125945,432,88471,134,68993,209637257,46702488,316,Wry,PLATINUM
555,222,115154,29,76308,21,48987,45863790,31419159,130,La bête noir,PLATINUM
556,223,538081,114,109295,254,70799,203501550,45087863,224,WagnillaTheHun,GOLD
557,92,243210,58,15105,114,12596,236877033,83302755,87,TESSAlGA,PLATINUM
558,64,164229,157,114929,412,68664,230028646,69980825,436,Danke,GOLD
559,238,256479,245,200651,157,164795,232139782,73581592,280,Rèvan,PLATINUM
560,99,250083,17,166797,203,159886,233610043,76821392,226,DiamondDustt,BRONZE
561,11,111728,202,109328,24,74240,227873866,66171033,248,TamalAzezino,SILVER
562,64,49743,141,31395,203,30732,230855853,71421171,218,frostr10,BRONZE
563,122,632473,24,343653,106,63565,41905240,76790920,123,SeekerFuFu,BRONZE
564,202,222752,17,98724,5,88955,232205595,73753267,215,anand8594,BRONZE
565,92,360579,86,99832,91,33337,237700755,85141376,102,MyNameisG0blin,BRONZE
566,84,472818,5,92273,141,57459,36663266,22761536,173,xxPICKLERICKxx,SILVER
567,89,208875,202,191042,37,132776,228582610,67243944,399,Humble One,BRONZE
568,19,76609,102,74255,55,52214,215055877,77679246,80,kohnfucius,BRONZE
569,29,109333,21,84490,23,68114,231978288,72878797,131,doctorbishhh,BRONZE
570,92,190744,107,155205,77,123607,37208005,23194793,356,YeuHo,DIAMOND
571,27,558848,412,383559,120,192388,227803535,66049467,549,Fisher52,PLATINUM
572,64,336006,79,138004,238,129206,50302813,35730931,289,noobhyong,PLATINUM
573,42,157510,103,152924,412,135492,43552461,29268802,404,sharpter,DIAMOND
574,245,107874,119,92908,11,85165,35563966,28590554,356,BLACK JOHN CENA,PLATINUM
575,25,394831,63,138255,90,111150,37772099,23635252,355,Brentard,DIAMOND
576,55,78207,64,77183,92,70139,46479804,31734938,403,TurtleBox,PLATINUM
577,67,45391,50,44986,81,37645,38626537,24320762,250,WnR Greymon,PLATINUM
578,55,121784,10,100412,112,88692,48527868,34172437,361,Cirone,PLATINUM
579,79,142401,64,85947,268,80212,225734121,62259809,466,Wâffles,PLATINUM
580,64,187994,51,107835,150,88972,46631022,31959636,271,Just oi,PLATINUM
581,35,119788,82,96687,27,79662,34602931,21276269,384,Malixi,PLATINUM
582,63,200882,79,185447,114,158929,202009370,39067128,261,Brizz,PLATINUM
583,238,516425,157,165375,268,114322,203695619,43260461,293,pekingtin,PLATINUM
584,114,1010170,54,110485,40,60226,203397349,40308252,127,Marcelo C,PLATINUM
585,62,340768,24,122619,59,114762,231621150,73139955,344,AD rui,PLATINUM
586,91,322077,90,113671,12,92947,49139421,34672411,256,12BloodyWings,GOLD
587,202,211233,67,159323,81,75832,40435403,25971131,431,GreyVIII,PLATINUM
588,267,275177,51,171202,40,161986,212875569,50276154,433,Rest ln Peaches,PLATINUM
589,62,315658,131,203328,90,75799,206765536,43935874,174,anaìD,PLATINUM
590,7,243272,13,158927,4,117082,234204609,78259310,139,Ignit3,GOLD
591,43,132963,143,111222,114,96129,33497536,20503101,380,cream cheese,PLATINUM
592,41,326010,120,143401,154,141067,230931405,71871858,340,SirSpitfire,GOLD
593,75,63851,1,44015,11,33275,232199542,73733045,88,sexyrobots,SILVER
594,126,127175,18,61264,222,55368,39225468,24799528,241,FateXERO,GOLD
595,103,104859,22,81863,412,78443,39958638,25360844,384,C9 inch3s,GOLD
596,157,96165,412,94275,67,68634,42545360,28379424,374,Lord Vlad1m1R,GOLD
597,55,94264,412,86929,157,85980,218218758,56522858,336,EpicSword4532,SILVER
598,245,107831,7,77487,22,65552,32814254,20019131,237,SupaaFlye,GOLD
599,136,154777,29,85508,202,65611,233493681,76353273,353,Oppka,GOLD
600,64,37728,412,27575,13,19576,229466508,68822514,192,MTpalyDPS,GOLD
601,64,83879,102,30996,20,27988,237289096,84120897,134,Ganked by a Monk,SILVER
602,16,103644,25,30248,99,23658,236949920,83460162,166,Fataeto,GOLD
603,236,147290,51,140093,201,128816,209950696,47005054,298,wrecogniize,SILVER
604,266,427055,39,154731,72,72750,49571423,35093403,240,Gradti,SILVER
605,18,26886,7,21498,99,14810,51232155,36742672,109,Gigantic Wang,GOLD
606,58,56869,18,37522,157,37023,237539707,84810439,117,JacobbTwitch,GOLD
607,37,62510,53,44803,25,39098,231720220,72892514,330,Ultimatehalo97,SILVER
608,105,81577,81,64005,79,52018,39386945,24911391,332,C Woo,GOLD
609,113,46747,37,19730,497,16163,34517510,21215919,187,BLANC0 NIN0,GOLD
610,122,55457,131,53887,157,53827,50097014,35519552,436,CallMeMrHaVoC,GOLD
611,432,99039,157,60380,21,59104,32472439,19762514,315,CallMeMrBlunt,SILVER
612,40,614827,134,411472,117,375805,225749402,62250644,238,Lunasyn,PLATINUM
613,99,166071,21,84318,267,55068,237065953,83989478,165,Jae EI,SILVER
614,16,216519,37,205858,51,177445,229259416,68600593,295,Tzi,PLATINUM
615,32,339461,24,182544,86,169315,233346161,76539520,168,Jaystar14,GOLD
616,112,207749,41,118562,150,99893,219485942,58389601,450,LegendaryCola,GOLD
617,497,128704,16,89688,51,59961,46780813,31995275,305,flamezaber,PLATINUM
618,238,134677,55,129138,412,111478,227478363,65590459,250,ChingMoLai,GOLD
619,222,143695,89,130541,201,77162,47567543,32710763,259,Forbiddensou,GOLD
620,51,148679,86,107614,32,89694,207332807,44659608,73,ballrot,GOLD
621,202,240717,222,160394,432,136187,231737558,72942957,412,KairuNoAkame,SILVER
622,79,89095,150,29195,60,29071,203204575,40320853,245,QuadCola,SILVER
623,236,62612,18,23584,105,20232,218329212,56466880,305,SKT T1 Flame,SILVER
624,67,69981,81,46845,53,29844,42438965,28239097,341,NarDuu,GOLD
625,59,53753,254,23781,238,20669,37339942,37247662,174,Sensei Litoris,SILVER
626,103,90318,50,86287,5,81719,230635803,71019490,145,BronzeGyarados,SILVER
627,67,73842,92,66998,498,17902,239623296,88510205,132,NotASharpTool,SILVER
628,53,218849,25,174162,157,113495,212184101,49212940,259,A Flying ATM,SILVER
629,17,158339,412,149496,268,72574,216593015,53806610,385,SarFireBox,SILVER
630,202,158396,14,89451,154,82993,35825852,22193990,308,Redemption251,SILVER
631,25,23319,59,16161,202,7333,235292420,81039331,69,Fire From the Go,GOLD
632,157,146390,7,144080,62,112495,36749269,22827999,461,Frosted Pubes,PLATINUM
633,420,139856,92,105864,103,92216,264780,237944,543,Uncoated,PLATINUM
634,161,63758,14,39036,86,38759,114022,87181,155,Ronnok,GOLD
635,107,86924,236,77308,64,75260,202504480,39525647,370,thekine,PLATINUM
636,11,147484,5,139532,122,50187,233612369,76681423,159,Pesudo,GOLD
637,131,80452,236,74169,21,55424,39361736,24892489,232,lacoquesrider,GOLD
638,157,265791,238,199441,412,53244,208834728,45727002,211,SpawnOfBerg,GOLD
639,99,56599,420,36380,117,30083,43249051,30944850,117,TheDeafGuy,GOLD
640,17,44928,157,39694,104,31429,41430219,26615877,216,nanajalha3,PLATINUM
641,64,136015,41,70467,60,61048,227347413,65112957,351,HisaShiBuri,PLATINUM
642,432,149631,245,146596,37,113250,221356202,59932560,406,Lady Pentacorn,DIAMOND
643,412,184961,53,115637,64,93472,34419305,21146369,356,disguiser feng,PLATINUM
644,136,385194,222,161781,163,110065,240874,214037,329,Aki Lovely,PLATINUM
645,67,140005,202,128244,236,77705,34963660,32761053,278,Ahegao Jinx,PLATINUM
646,55,80972,61,68927,412,51835,211865045,48969255,169,Novitski,GOLD
647,64,787581,7,329833,157,229452,226306346,63540133,456,Wiggleś,PLATINUM
648,236,139189,67,137476,412,73306,215966179,53340676,262,ButtHurt O Clock,PLATINUM
649,223,144489,412,49042,36,39883,220051663,59070475,132,Gumballs Deep,PLATINUM
650,17,67108,24,63141,236,57199,215919957,53460206,257,SSG Swagbition,SILVER
651,412,112664,202,96805,99,83497,200114578,37124163,439,Zelzah,SILVER
652,83,112618,85,101026,126,86630,229266621,68761306,303,TheDrNurse,SILVER
653,268,71580,45,57914,245,53568,218973961,57292024,441,SlicemAnDicem,GOLD
654,236,118792,18,69073,67,61939,229973050,69829382,209,SSJG Fredo,SILVER
655,157,632088,21,149350,53,110928,206505924,43806149,419,ThraxMontana,SILVER
656,412,278148,53,202153,25,168978,201482747,38591495,364,Im The Cure,SILVER
657,157,94786,238,58888,92,41441,227246014,65170702,362,LDS Landisu,SILVER
658,119,181463,236,72590,67,65704,51378989,36798959,354,GaudyUltra hawk,SILVER
659,113,176726,54,138956,24,108648,49295664,34930788,110,CastleMan95,BRONZE
660,498,28850,154,28103,150,27792,203120631,40141292,208,AcidSpad3,SILVER
661,25,61187,44,45301,31,24184,48412566,34093853,164,HARLEYHAM,BRONZE
662,64,18502,105,13502,23,5120,208265965,45215938,96,johnsonli,BRONZE
663,157,136549,64,91661,67,47401,229678797,69331763,238,Elitekiller30,BRONZE
664,104,91084,27,54741,11,52136,231224211,71961776,366,IMweazzer,BRONZE
665,23,130480,29,123034,222,89065,234189387,77870464,214,MrBaggy,SILVER
666,99,125387,5,53264,102,52090,32912175,20089003,161,Tylamin,SILVER
667,37,243462,429,79932,161,43926,214584181,51752400,403,V3V4L,GOLD
668,238,188609,157,92154,91,41752,209737321,49226670,408,pewdieheu1,BRONZE
669,222,103193,412,34932,11,34517,41549605,26762314,240,A SCARY NOOB,SILVER
670,157,183624,114,90747,236,66205,39549699,25041573,305,icecrazy108,SILVER
671,67,58458,157,45922,238,39552,229964176,69819151,138,punisher99,GOLD
672,25,115257,99,73768,412,73397,35119124,21656980,338,Misianna,PLATINUM
673,64,31691,60,22607,38,18462,34847806,21936723,182,STEVEN LEE HULTS,SILVER
674,90,311335,24,105952,112,93580,226464928,63596124,347,Walking AFI,GOLD
675,105,316474,122,286281,45,114484,214215865,51500419,341,IceBaerg,GOLD
676,8,123551,35,88725,412,67811,47642163,32663629,466,Life NO Death,PLATINUM
677,67,114798,64,80594,7,80298,200032707,37030830,328,Car,GOLD
678,54,189909,154,120763,113,76659,34187817,20981028,356,alnorac,GOLD
679,222,89620,18,77478,37,60549,200144461,37135855,136,ScarletShooter,GOLD
680,61,310864,38,101267,28,96806,217122414,54904939,118,NVWOLVERINE,SILVER
681,222,113631,80,54677,63,52173,32834156,20034333,375,Negro Jones,SILVER
682,154,101323,203,59394,102,51740,230666386,71070221,232,BenJammin2,GOLD
683,58,402475,106,254500,120,47318,223008901,61203392,142,gatordontplay42,GOLD
684,105,131265,412,90913,54,69290,222799414,60995947,479,Xinyao12345,GOLD
685,75,160518,111,149615,157,140898,210454071,47547276,135,Mr SetsunaFSeiei,SILVER
686,24,277475,122,104475,106,73957,226979645,64753729,344,omegadragon123,SILVER
687,81,115486,67,101752,202,55550,36448387,22595862,319,Ub3rN00b9000,GOLD
688,92,110424,41,33608,238,32312,237428415,84581190,271,NotInThereSenpai,GOLD
689,63,54264,115,50250,21,49598,34693358,25094665,253,Core of Malice,SILVER
