,Champ1,Champ1Points,Champ2,Champ2Points,Champ3,Champ3Points,accountIds,summonerIds,totalChampScores,name,rank
690,412,121388,67,110838,81,103536,34034171,20873973,433,s4v4ge m0ng0l,DIAMOND
691,222,278168,236,226181,81,210445,32667733,19908753,237,The1uFear,DIAMOND
692,67,180119,64,113660,22,111486,33891124,20783448,308,PuffyCheeks,PLATINUM
693,121,201792,119,181016,202,167457,37165419,23156602,492,LotteryApple,DIAMOND
694,64,126479,58,65937,133,58997,206486358,43925444,201,iToyzz,PLATINUM
695,113,380160,412,172860,102,172097,37664618,23549608,145,Simphoria,DIAMOND
696,238,740132,412,185700,41,158874,204808018,41983453,526,WizardTideTime,PLATINUM
697,157,963480,122,135996,3,71778,25706854,70349622,259,ßlu,PLATINUM
698,412,184808,41,164197,157,161671,38006930,23820834,235,itsOogieBoogie,DIAMOND
699,107,595403,64,230927,238,216277,209909291,47113769,376,hi im rengòd,DIAMOND
700,58,596153,48,102938,516,94215,219881889,58775085,176,True Zero,PLATINUM
701,56,193354,54,138094,62,135078,49901018,35441692,223,Demons Clover,PLATINUM
702,51,441024,22,373694,202,196318,42788131,28630580,447,Wowchangedit,GOLD
703,90,523050,13,323788,245,180911,234465574,78990177,257,Beaford,PLATINUM
704,64,86625,51,70268,157,59442,41894750,27223301,215,LaFlèche,PLATINUM
705,4,812806,98,170930,163,164420,233735476,77142024,254,TengoAutismo,PLATINUM
706,45,235242,59,189719,67,156516,209853050,47021984,310,seanwang99,PLATINUM
707,238,121712,157,69314,64,68937,226847886,64970286,403,big dawg u a pup,GOLD
708,45,854076,122,268912,11,217968,226988521,64903996,196,Saint Kris,PLATINUM
709,67,404813,236,400628,92,288803,207534055,44606917,498,OG Gman,PLATINUM
710,29,128256,245,94997,63,87107,205177569,42712051,193,ShadeofBlaze,SILVER
711,15,52365,67,47387,104,32650,201494514,38621847,363,euaruu,GOLD
712,53,173752,16,95043,267,87179,47483600,32636550,343,P0wer Kid,SILVER
713,1,448673,50,126628,17,106513,219609425,58343384,141,intacte,SILVER
714,81,158273,107,106734,59,53817,226727986,64549694,222,Wolf warriors 2,PLATINUM
715,67,106120,157,93919,238,51448,235351085,81060470,157,Coolest Podcast,GOLD
716,254,58788,203,48591,115,39525,207564320,44799940,80,FrilledFrilly,SILVER
717,24,126911,67,112355,92,57968,41263663,26494519,300,Andrew James,GOLD
718,81,40210,51,25766,4,20367,202247903,39236902,224,Ddwiib,SILVER
719,11,89704,37,87595,86,80216,49158321,34733185,270,pberry,SILVER
720,238,120527,245,75146,55,53294,234914594,79682741,200,kingloi,BRONZE
721,17,363146,10,358342,21,139809,210322812,47455406,150,cliers,BRONZE
722,21,502507,222,166239,104,52525,213096723,50886647,55,Megazoyd,BRONZE
723,15,1682129,25,102387,222,16530,32229273,19535388,43,thunderburd,BRONZE
724,107,55722,2,46524,114,35719,232984784,75769608,215,GriffinSlayer999,BRONZE
725,22,246671,222,125621,51,92133,233680586,76853304,150,killA666yte,BRONZE
726,21,88155,11,84035,29,52048,34340021,21088326,92,MeRockUrSocks,BRONZE
727,133,268372,3,100162,80,99478,31707014,19012362,158,alixiraq,BRONZE
728,74,264272,17,36821,45,12819,40375214,25797772,67,SeoulAce,BRONZE
729,11,96812,157,85929,18,80242,235687997,81699831,92,XxSOMRYxX,BRONZE
730,133,244917,35,35426,19,33691,37594275,23494662,252,njoo,DIAMOND
731,245,103770,64,71465,60,53650,203448157,48246782,362,reformed anu,PLATINUM
732,104,84313,157,76356,105,74611,231198682,72051332,340,Finaull,PLATINUM
733,45,100404,64,58601,67,39140,40068164,25728218,183,CzK Kayros,GOLD
734,412,132742,67,85418,157,61749,50223872,35624767,349,dakine88,PLATINUM
735,77,70223,67,52318,202,47515,33018371,20166282,318,madSexy,GOLD
736,412,234579,432,120819,112,96009,207316904,44699113,243,MMAghosts,PLATINUM
737,67,179766,35,126123,51,104845,48514386,34077838,370,Mr Keefs,PLATINUM
738,105,216842,154,189942,53,124745,215143361,52263559,495,Hey I Am Church,PLATINUM
739,427,122939,41,79894,121,48354,38397987,24178183,313,Corncob Rob,PLATINUM
740,32,362671,120,163372,90,151266,204210789,41811724,218,Courousking,GOLD
741,420,473548,55,215851,25,210675,219002993,57383125,276,Kar17,GOLD
742,236,131026,64,96592,18,64560,220481898,59499382,317,JazzyWingman,SILVER
743,112,266162,412,177212,64,83359,219384038,58210776,327,xXKillshotArmyXx,SILVER
744,41,108908,64,72600,157,44092,48409312,34044275,294,Boog chan,SILVER
745,9,596214,33,222805,50,138462,211897170,48949924,170,coolicchu,GOLD
746,101,262512,103,125095,102,106119,232101761,73520709,213,SoggyCanadian,SILVER
747,58,72162,53,10139,99,10135,48326338,34071338,101,ProhmeiO,SILVER
748,236,103709,161,66807,157,38465,213084010,50412857,365,Eschii,SILVER
749,67,30068,202,29068,83,26337,36638374,22741629,259,Malrick Of Niger,SILVER
750,412,110244,17,68727,238,65858,229515604,68902807,340,Table Butt,BRONZE
751,64,72120,236,63431,38,62441,208044083,45088033,429,Apple iPhone,BRONZE
752,24,68455,110,63687,75,60782,225709664,62111860,449,Hollow Hope,BRONZE
753,17,121057,45,113009,110,96293,210561624,47671182,494,The 5th Horsman,SILVER
754,31,209479,141,114112,59,93878,219679847,58799143,162,yosh00tha00god,SILVER
755,24,99892,35,86883,157,86737,221860387,60592036,439,Comet Ping Pong,BRONZE
756,67,92254,202,89207,157,88963,42812362,28621010,330,PlayboyGC,BRONZE
757,32,230401,19,90612,54,88976,50534861,35872326,244,asunstorm,SILVER
758,16,156270,53,139497,33,61652,39722799,44622158,110,Greentails43,BRONZE
759,17,62972,61,59991,22,34019,39381532,24950506,128,ParkerSnow,BRONZE
760,202,210953,236,116020,81,93834,234307708,78451373,290,pinheadlarry912,SILVER
761,202,130177,429,118955,29,105939,214360030,51377315,252,Marc West,GOLD
762,62,771906,91,68482,238,62307,226127160,62398286,289,XxShad0wAnGelxX,SILVER
763,19,152972,17,90092,63,84503,230851349,71361113,482,hugh ge rection1,SILVER
764,41,209413,107,95525,24,92973,234336448,78601636,374,Asminx1213,GOLD
765,103,210912,21,130139,17,112074,228919340,68849649,399,ShiroKawaiiChibi,SILVER
766,103,456560,21,334387,99,317233,229295777,68531544,336,Plastic Doll,GOLD
767,92,312172,105,119882,64,108213,36530359,29432780,173,shaseim4st3r,GOLD
768,61,23808,10,19808,9,12925,237590198,84871714,142,Holymouth,GOLD
769,131,63237,61,47813,103,46668,213932507,51012646,147,ICanOnlyUseAshe,GOLD
770,33,86482,119,47692,32,35310,235287288,80919258,180,Tyler123hehexd,GOLD
771,412,109817,238,70209,16,59796,36670015,22766571,428,Xerem,SILVER
772,236,67557,18,57406,81,38039,43277082,28999525,301,DeathHammer12345,GOLD
773,89,191552,222,158282,32,132029,213850132,51076710,244,InFANiTy,GOLD
774,412,282671,92,245328,106,201099,217852019,55803879,191,UhManDuh,GOLD
775,59,394108,131,120852,60,87421,205967716,43495797,376,Stev0 gotta gun,PLATINUM
776,25,242478,99,223442,412,92903,49220521,34666170,271,ToxicBear,GOLD
777,21,1808800,22,288152,31,68179,229924770,69522751,128,Pimpkilla11,GOLD
778,83,89759,110,16073,32,10968,37315183,23271846,123,czCastor,GOLD
779,59,215998,80,175356,31,111379,46904107,32169203,347,TrickyJ 23,PLATINUM
780,150,188008,222,105213,157,88824,209406251,46252969,252,WhySoSirius,SILVER
781,53,76269,25,70133,89,68188,41816026,28679775,319,krakentown,SILVER
782,202,162706,245,128497,99,94174,39159862,24933023,375,SCIECNE,GOLD
783,133,144290,5,129867,37,62603,39486235,24988989,143,Wolfgod Invasion,GOLD
784,85,138363,111,15847,498,8508,48957124,34593229,66,FeckinBetch,SILVER
785,432,79499,497,36327,267,36036,383592,356759,160,Angemon,SILVER
786,53,47402,163,31423,497,25858,232189674,88049142,150,N1Victim,SILVER
787,202,158447,222,146918,245,103220,32412538,19718654,283,Kashinji,SILVER
788,75,59564,2,46199,33,35774,233798707,76991888,179,Ragingflare,SILVER
789,126,111276,27,95475,17,75696,230059224,69991237,217,DENNIS527,SILVER
790,157,382221,86,50877,105,43312,229166068,68282324,198,Takeda Shinjen,BRONZE
791,5,33660,91,27679,19,12107,237024620,83532112,126,EliteLegend2,BRONZE
792,113,203342,106,150954,117,124742,35107887,21641765,320,MuskieMystic,BRONZE
793,110,467481,11,142843,126,70032,227122428,64907701,95,The420thEskimoII,BRONZE
794,79,30401,83,26690,32,23301,37593885,23494343,124,Njordr,BRONZE
795,238,104045,157,79237,64,46309,233217322,76200379,331,InfernoBlazeKJ,BRONZE
796,90,193029,420,171969,91,85585,228093084,66561853,145,Iam3Times7,BRONZE
797,432,267520,1,138395,201,134689,230540978,70422060,175,Gawktopus,BRONZE
798,53,59026,115,56218,45,46816,233629830,76671849,427,xBlackGesuSx,BRONZE
799,75,199913,111,64212,24,53309,228343507,66763592,344,CaptialPain,BRONZE
800,150,328866,78,150534,76,118950,230221339,70079315,307,Oinkly,GOLD
801,238,177721,53,69940,412,58147,43684466,29569103,415,BlackSh22p,GOLD
802,67,85418,81,69381,236,60077,226565944,63959644,399,Mao Zédong,GOLD
803,11,306478,157,81158,44,75528,228849474,67600934,393,AwesomeAlvin,GOLD
804,67,58953,92,40261,81,34287,206665419,44062454,137,Peppyjack,GOLD
805,79,26816,53,18265,41,15202,238164727,87002434,108,thanksforlpez,GOLD
806,236,139210,67,76950,81,75472,38873455,24510742,372,4Routsen,PLATINUM
807,50,52829,25,25554,61,21921,236775645,83300441,58,Izanagima,SILVER
808,64,76954,412,54516,4,50981,210076751,47038972,334,ZeroKiting C,GOLD
809,236,71807,412,59213,18,36502,214644439,51774336,296,migsilog45,GOLD
810,86,94089,432,84335,34,81025,214297006,51493146,286,Poppysicle,SILVER
811,202,171410,43,93204,412,70161,234228553,78609133,336,CanIGetUhh,SILVER
812,98,222268,9,77618,67,42601,36066486,22333185,209,Apollwnas,GOLD
813,238,86398,67,53298,236,47394,46711553,31963150,192,ThePredictor,SILVER
814,53,677696,25,543425,34,512510,212872072,50185615,122,Metamorphosed,SILVER
815,89,188915,25,176740,53,116724,39759619,25264697,144,WutsAsummoner,SILVER
816,222,885641,22,193575,16,174613,206422609,43927117,260,FlyingWendigo,GOLD
817,103,345159,7,150052,99,122493,50096717,35489783,300,DaGhost0593,SILVER
818,35,285350,266,92664,23,68503,45555455,38740427,333,Conqueris,SILVER
819,64,201460,238,80497,4,60002,51348874,37551641,190,stealthalpha,SILVER
820,67,96478,245,76497,119,71796,48119243,33381521,380,Gloy,PLATINUM
821,119,129710,236,104936,157,97665,215138984,52323226,395,Emperor Afk,SILVER
822,44,77566,236,61168,86,57044,207251490,44344318,214,Nocturnalcalm,SILVER
823,157,105778,41,82077,78,72186,228586217,67013801,450,Irieze,GOLD
824,61,26511,45,14811,412,14254,33724715,20779369,113,Elastin9,SILVER
825,64,96169,107,56085,51,47298,207575539,44910332,222,TrikkYY,SILVER
826,67,99904,55,92202,77,63839,219786429,58741707,352,ThatLaffyTaffy,SILVER
827,64,39445,99,27804,53,22670,33414858,20444502,343,you should altf4,SILVER
828,254,97182,99,80336,21,74234,200021110,37050575,377,Miles115,GOLD
829,34,41283,112,22898,142,22391,238393419,87499252,141,Moe Amer,GOLD
830,115,13493,18,11613,21,10769,35518939,21935436,116,The DamageZ,SILVER
831,105,253419,53,88538,64,69362,51208924,36831522,177,PoopingBaby,SILVER
832,51,57619,67,55202,11,38566,208162132,45361945,300,G2FH,SILVER
833,64,159812,245,138578,412,106045,213112519,50504682,469,twalty22,GOLD
834,59,52866,238,35503,81,19296,44592913,30443143,127,Danai Boy,GOLD
835,79,140212,236,109146,64,77214,228814537,67820042,468,sploobie,PLATINUM
836,44,463687,53,426128,22,147784,228877390,68119785,203,myrdap,GOLD
837,64,116638,104,105051,61,17510,205691522,43224893,126,Pitr,GOLD
838,131,116507,98,115049,53,76431,38227983,23998468,237,TheHAND of God21,GOLD
839,26,587735,21,117973,115,52472,48653206,34164580,233,Queefy,GOLD
840,67,414118,102,385135,81,144030,228968949,68121965,349,FlashFire444,PLATINUM
841,92,997673,67,231341,99,77974,228986685,67942333,287,catattack64,DIAMOND
842,67,208956,29,144682,64,91823,208425276,45523421,371,Potato Paradox,PLATINUM
843,67,140822,236,104401,412,75377,37099270,23104955,487,Tubbie,PLATINUM
844,4,212161,119,164241,1,58377,232883617,75042251,98,Nightmarê,DIAMOND
845,64,81199,92,68004,41,50665,217360908,55480650,365,Irisvel,PLATINUM
846,103,146573,81,85942,236,69399,202489815,39625125,374,Blayce,DIAMOND
847,432,182554,412,132065,122,87183,227540288,65442369,550,Epictarsier,PLATINUM
848,412,187287,201,124131,12,110722,202126178,39231812,347,Virllen,PLATINUM
849,67,307129,120,163294,29,83804,46775131,31965490,124,Nonos,PLATINUM
850,24,89032,22,83745,12,78616,230984545,71690188,236,TinKo5D,SILVER
851,99,283979,25,118069,50,103366,229831066,69470617,456,MinMyongMeow,SILVER
852,5,624530,11,112652,122,90818,217333860,55319899,158,deadman15,SILVER
853,157,159419,67,126675,64,62434,201021413,38044913,244,D0M1N8ER,SILVER
854,86,48344,19,26073,121,23825,231739984,73013011,250,jarjarAwakens,BRONZE
855,86,265623,99,123840,89,96332,233543028,76779646,138,NathanAshworth,SILVER
856,223,127916,238,74566,101,67743,234817969,79770555,208,lopez1029,SILVER
857,412,50421,497,23038,80,22652,232651964,74780602,157,bballmaster13,BRONZE
858,157,654304,238,109691,64,95867,224838109,61835310,199,OneTrickYasuoo,SILVER
859,157,739456,22,245373,222,241696,227382622,65123967,238,ADC YASU0,SILVER
860,122,403037,14,290542,86,230350,34898086,21572150,336,Skullripper25,SILVER
861,222,44081,36,44008,25,34513,33898732,20785659,164,Bromano,SILVER
862,238,56594,8,55145,38,39971,234712265,79429962,199,Jamesbbb,SILVER
863,67,114829,99,83455,412,64263,209659749,46563379,251,Sooooul,SILVER
864,236,146627,222,133375,21,103831,205751095,43147060,219,DiscoGecko,SILVER
865,27,560125,157,393695,429,170036,201977870,39005824,359,Sniff My Butt,SILVER
866,99,159646,222,116559,22,105720,229528471,68953210,452,Zer0 fk given,SILVER
867,18,101753,11,94059,51,71884,541541,514709,351,Kroeger,GOLD
868,59,136962,37,110327,202,53791,37137586,23173053,305,sairaus,GOLD
869,119,602821,99,200213,412,176945,208956686,45851560,56,Pk Skillz,SILVER
870,202,130221,203,75777,432,72432,224857224,61906777,293,Alp Fra,BRONZE
871,22,215221,106,163560,45,131385,231869736,72966204,134,gunderthunder69,BRONZE
872,81,21900,98,16498,86,15268,43876207,29574707,269,The God Breaker,SILVER
873,99,129369,111,81256,86,59563,216188928,53457036,171,CallMeMrMcnasty,BRONZE
874,245,166642,103,57738,13,29973,232237048,73969190,100,AldenRJ,SILVER
875,157,89280,238,42924,64,40657,227682070,65720745,208,popcornislife,BRONZE
876,202,107997,29,47178,110,32075,43184343,34632834,395,A Very Bad Jhin,BRONZE
877,25,90669,89,46831,53,46653,210721740,47806280,249,SynthesizedGod,BRONZE
878,222,100318,86,65757,53,51420,236673756,82937963,83,waanyf,BRONZE
879,18,180587,22,126733,236,95360,231489698,72660945,142,Semaj0,BRONZE
880,17,51493,150,28916,86,22345,233468629,81331017,123,MangoShqke,BRONZE
881,157,38262,238,8265,107,8027,219844710,58703635,75,GuiKirito,BRONZE
882,25,45891,12,43893,266,39581,42568294,28431242,252,Titty Spr1nkles,BRONZE
883,141,112985,161,71475,67,69051,238089165,86960597,213,DragonFire212,SILVER
884,11,100667,99,92642,202,92241,237311628,84261406,153,playboichino,SILVER
885,58,167438,110,129588,157,91478,232491135,74510952,190,Grokago,SILVER
886,223,139430,53,113094,157,83202,234202791,78559490,367,XDlelXDteemoftw,SILVER
887,55,509798,8,290185,245,217987,226841518,64990145,218,Leviathizz,SILVER
888,16,20740,119,20111,59,16067,208320812,45580074,144,UsgUnknown,BRONZE
889,67,42755,75,40502,8,36098,217988876,56007702,266,Despi101,BRONZE
890,236,188526,67,153606,64,144387,51373706,36718314,481,Deál,PLATINUM
891,39,223867,64,103263,85,41588,42923099,29430864,298,Azmalx,PLATINUM
892,29,47015,222,28026,19,27504,228206434,66889918,72,Shiny Meeew,GOLD
893,238,142174,157,101161,236,90331,47542012,32719310,364,yesokno123,PLATINUM
894,62,101092,254,89633,53,77063,43629077,29423238,107,MaDusk,PLATINUM
895,412,341866,157,232833,76,107585,227672684,65950468,493,Staddis Daddi,GOLD
896,119,356925,126,64198,236,46262,44207878,30012369,252,Autistic Dalton,PLATINUM
897,41,725238,12,151203,119,138786,233094134,77451169,340,runescape99,PLATINUM
898,80,203532,29,89944,267,85052,34817792,21431618,326,Pnorth10inFLACID,PLATINUM
899,201,119033,412,73181,53,70202,37889787,23730081,255,evilvic43,PLATINUM
900,63,104688,81,60408,40,53177,32215221,19521337,371,Pallyzor,GOLD
901,64,50382,53,39990,157,25823,236516369,82964399,186,Snobber,SILVER
902,157,144791,266,90109,236,88173,229316592,68491993,297,Chikken,GOLD
903,61,208681,202,137329,48,111427,227351527,65133156,358,Orbe,GOLD
904,105,121851,67,62926,51,35886,204005056,40925954,190,Destzz,GOLD
905,17,225547,39,121407,92,92437,233834317,76982984,449,chickendog,GOLD
906,157,79359,432,50457,112,36224,36896515,22945488,94,Patthebaker225,SILVER
907,51,371866,81,289470,110,245048,231166504,72080441,147,BedSPOON,GOLD
908,21,106236,29,50251,18,39640,212272293,49235653,181,Penguin Inferno,GOLD
909,64,65302,236,58518,51,48469,210739196,47826723,432,Stone GG,GOLD
910,157,57722,53,52119,64,32984,231519720,72681726,242,dn4rd,SILVER
911,28,62901,19,44769,99,25891,34326267,21078164,189,MacNCheese,BRONZE
912,63,23765,103,22489,21,22322,237431554,84581235,229,SHOOSHE,BRONZE
913,17,100524,157,68335,62,36696,236517878,82914621,189,Het377,BRONZE
914,157,108238,92,86725,107,51708,237370482,84509778,233,Davisushimi,BRONZE
915,12,42591,17,37899,31,30671,215603398,52807260,247,garlic88,BRONZE
916,157,70974,412,45883,122,26224,224886911,61928635,166,broski35,SILVER
917,74,137656,497,75929,201,59787,229702553,69202181,85,Acrowl87,BRONZE
918,114,192632,38,102674,157,41654,221793502,60589903,263,Shinigami2003,BRONZE
919,245,340828,202,178364,163,149670,237381724,84460074,217,TZF ƒusion,SILVER
920,104,250128,64,224393,157,217296,202566319,80589099,443,Dany Dluffy,PLATINUM
921,29,155289,110,148002,22,120946,229127780,68391348,453,Amish Porpoise,PLATINUM
922,1,96681,141,66568,236,57954,39456785,24964601,379,kasinova,PLATINUM
923,107,65473,86,41736,19,33805,236240253,82592060,244,Floki Is Fine,GOLD
924,16,289039,21,288961,222,170845,33710320,20650149,200,SSJ Ammora,PLATINUM
925,429,253165,236,245726,67,233145,229312539,68711908,358,Mangö,GOLD
926,45,249424,61,150491,37,128530,228819343,67580133,384,Yukumi,GOLD
927,157,173777,92,126377,11,89308,204191085,41231666,147,davidepic1,GOLD
928,64,91606,157,90060,107,58486,215082406,52431294,415,AkumaKasai,GOLD
929,122,241348,202,194873,53,158848,220035425,58970158,497,JJDaSackMaster,GOLD
930,412,218141,53,30068,238,26140,214777292,51758633,139,I Thresh Blitz,SILVER
931,51,73255,119,67071,120,62187,205589774,43081405,345,Zelotauros,SILVER
932,157,144915,41,100329,107,53731,233727813,77140006,221,zxetry,SILVER
933,84,64874,157,63114,121,56307,229673612,69291532,294,THExVolTiiK,SILVER
934,222,110682,105,42985,61,25619,224876567,62029132,119,Invultuati,SILVER
935,41,128654,420,79688,102,77380,34235566,21015275,315,Pastafarian613,SILVER
936,157,322978,238,145297,84,127454,234200379,78239221,224,zedyasuo,GOLD
937,105,49838,29,48600,432,36729,212977322,50369330,229,Nordic YMN,SILVER
938,412,11655,40,6550,21,3569,35357692,21821848,34,Sir Shm00py,SILVER
939,236,103928,67,81867,81,72728,203489504,40451905,349,H D,SILVER
940,412,375377,37,146987,43,104763,207350180,44570575,412,SoulwingXD,GOLD
941,67,163786,81,112484,236,92791,236143682,82649935,263,ADC ERUO 443,GOLD
942,67,175298,236,132726,81,66063,215443927,52891031,386,SrgtxWafflz,PLATINUM
943,78,210549,222,134276,89,111920,39141866,24722337,228,HipsterNinja,PLATINUM
944,18,139609,222,114666,99,90155,42897394,28731496,331,midnighth4wk,GOLD
945,67,525084,51,114149,63,64877,228487591,67231096,277,Hey Cunning Girl,SILVER
946,19,59004,11,56194,5,30561,237012758,83431744,49,DolceNight,GOLD
947,112,104068,412,70525,61,61567,39852070,25329309,435,Plebuu,PLATINUM
948,45,458595,15,127228,61,106386,226609756,64269245,168,Tickle Master,PLATINUM
949,9,340620,51,136727,25,122851,223168102,61168024,407,Handsome Yeti,SILVER
950,25,94114,412,73149,44,40160,207147596,44479741,311,iJawaad,GOLD
951,18,108313,236,55908,29,55437,227555589,65502351,234,C9 SneakyFanboy,PLATINUM
952,67,14462,141,6786,81,5031,37748784,23617238,69,TheCrazy8th,GOLD
953,57,97464,17,58437,53,44801,220943396,59734555,204,Throbbin Wo0d,GOLD
954,236,72748,43,56924,67,55331,200464034,37530620,361,It Aint Neil,GOLD
955,64,112934,254,109543,2,91175,226234159,62694829,242,Pretzell,GOLD
956,223,448707,202,58008,75,55432,124664,97825,277,halucid,GOLD
957,29,270307,22,74650,236,54309,234255033,78629750,106,Polecat,GOLD
958,90,114933,28,78395,202,59153,41064376,26443971,361,Faust,GOLD
959,120,61508,113,57097,14,46443,48697212,34196862,290,Rex Profi,GOLD
960,22,882019,45,334763,32,186382,228465736,67130507,203,blueshades,GOLD
961,24,268770,23,136989,11,124793,216643801,53888047,336,bomb57126,GOLD
962,266,192116,98,111982,86,97956,37108331,23142150,390,Monterto,GOLD
963,267,401571,25,198892,43,125825,46803195,31976307,297,RoRoDragon,GOLD
964,202,284431,22,139262,157,133950,234583120,79069444,310,ErickLeGreat,GOLD
965,412,184727,103,94519,64,83048,43816449,29622537,281,oxUNDEADBEASTxo,GOLD
966,222,326768,67,218699,40,184313,218041661,55948459,394,Wet VaJanna,GOLD
967,67,88446,51,56526,29,38842,32340867,19646982,120,JoEtheHoe,GOLD
968,92,586725,157,262779,64,205573,222361401,60608441,490,risen2die,SILVER
969,99,204581,106,34892,154,29715,235674716,81719590,130,Lascelle,PLATINUM
970,76,288128,107,139161,64,97295,38293800,24061204,331,Cat Séxual,PLATINUM
971,432,255716,53,106466,40,67785,35210388,21712521,184,NNAARR,DIAMOND
972,104,263731,421,197292,79,187082,201769241,38896988,301,Bérserk,PLATINUM
973,268,178221,157,68460,99,64287,202813298,39919537,426,Papa Dingo,PLATINUM
974,41,66057,112,53689,43,38873,214852388,51841316,385,xCakeDudex,PLATINUM
975,238,266833,157,186075,412,120288,223338259,61413693,373,Gooder then u,DIAMOND
976,92,365325,55,148903,114,129844,209869002,47012769,394, ƒuckingRivèn,DIAMOND
977,236,185009,24,166310,1,146428,31793830,19099351,445,dopemagic,DIAMOND
978,81,155721,268,129943,98,97932,207269624,44383754,389,Loomí,DIAMOND
979,236,68245,412,31114,64,25137,211038899,48192823,144,Pxrto,PLATINUM
980,67,73075,16,17550,35,14848,231946938,73098123,118,Liliychan3,SILVER
981,267,134598,40,72201,51,50863,32877741,20064279,260,Gankyu,PLATINUM
982,99,152385,40,98534,103,86556,226978866,64723684,276,RaveGrill,GOLD
983,23,37076,4,35045,67,19904,43622605,29462382,105,skaternate48,GOLD
984,67,275259,4,200231,238,188846,51415813,37039498,218,Zerakielle,GOLD
985,34,206492,68,66834,10,46569,46346589,31841525,277,Victory Dragon,PLATINUM
986,67,243006,115,175203,105,128623,43403620,29292109,215,GraveD1gg3r,GOLD
987,268,272877,412,119221,107,104914,208691026,45641977,315,SwegMasterYolo,GOLD
988,64,488217,67,278211,157,121475,46190274,31573249,486,Jerkhack,GOLD
989,67,243767,4,145551,236,80540,44462446,30441518,296,WildMuffin,GOLD
990,92,223053,39,150053,103,126998,219310204,57731455,229,asyncr,SILVER
991,86,110900,78,69678,33,68801,232270587,73909811,164,SuperZilouX,GOLD
992,81,132917,119,111285,157,81440,219065253,57534568,150,Z0diak69,SILVER
993,122,169240,412,144091,53,108778,217701024,55879529,213,MyWifisucksBtw,SILVER
994,238,179857,122,160911,236,133065,230895072,71552150,312,STRIKER1911,SILVER
995,21,314588,90,97040,86,92313,33842536,20742947,268,magikafish,SILVER
996,35,134313,40,113709,25,88036,36727530,23002067,294,TehHaxxor,SILVER
997,157,82378,64,79659,119,76491,231930723,73077776,316,Gerardo1234,SILVER
998,104,129990,107,123720,268,119992,231222681,72111893,239,xTrapG0Dx,GOLD
999,143,109798,18,74311,203,72742,230286769,70310801,194,nikutai,SILVER
